variavel,importancia
amt_log,33.3778196843069
category,20.43417205212413
idade,11.96248031526721
hora_sin,11.274052193961154
hora_cos,11.015606980813567
city_pop_log,4.451477461609844
gender,2.8766829255824318
distancia_km,1.4969830405171813
state,1.3763882008512203
dia_semana_sin,0.9710273199886182
dia_semana_cos,0.6580362439865873
fim_de_semana,0.10527358099109654
