conjunto,metrica,iteracao,valor
learn,Logloss,393,0.004432256492613935
learn,Logloss,394,0.004429109514653515
learn,Logloss,395,0.004426971043442311
learn,Logloss,396,0.004424059713402777
learn,Logloss,397,0.004422283135144629
learn,Logloss,398,0.00442010737954307
learn,Logloss,399,0.004418199692540605
learn,Logloss,400,0.004410824936389202
learn,Logloss,401,0.004409177201714151
learn,Logloss,402,0.0044034635117179005
learn,Logloss,403,0.004401953923107299
learn,Logloss,404,0.004398273027970713
learn,Logloss,405,0.0043951784746521965
learn,Logloss,406,0.004393875405137277
learn,Logloss,407,0.004391895950402401
learn,Logloss,408,0.004382350806557032
learn,Logloss,409,0.004381398882341401
learn,Logloss,410,0.004380010900411814
learn,Logloss,411,0.004377028652628301
learn,Logloss,412,0.004366627325754495
learn,Logloss,413,0.0043634544776119805
learn,Logloss,414,0.0043543484264059905
learn,Logloss,415,0.004353182947443968
learn,Logloss,416,0.004345202896798579
learn,Logloss,417,0.004343149059453251
learn,Logloss,418,0.00434204841286755
learn,Logloss,419,0.004336299359480159
learn,Logloss,420,0.004334370666480481
learn,Logloss,421,0.00432719972637892
learn,Logloss,422,0.004324816739556507
learn,Logloss,423,0.004318928473403745
learn,Logloss,424,0.004317387831325635
learn,Logloss,425,0.004313021618787646
learn,Logloss,426,0.004311212712705113
learn,Logloss,427,0.004310316332407412
learn,Logloss,428,0.0043015194254650505
learn,Logloss,429,0.0042996643613474345
learn,Logloss,430,0.004297464632255989
learn,Logloss,431,0.0042966133330833095
learn,Logloss,432,0.004293783947924972
learn,Logloss,433,0.004291764436268064
learn,Logloss,434,0.00429095968107778
learn,Logloss,435,0.0042864012982413895
learn,Logloss,436,0.004284858712348076
learn,Logloss,437,0.004283620279419405
learn,Logloss,438,0.004279427531098782
learn,Logloss,439,0.004277342277817665
learn,Logloss,440,0.004276654475876149
learn,Logloss,441,0.0042703317550936625
learn,Logloss,442,0.004268046687420251
learn,Logloss,443,0.0042674589339574435
learn,Logloss,444,0.00426321888277566
learn,Logloss,445,0.004262422310622542
learn,Logloss,446,0.004259011592302831
learn,Logloss,447,0.004258259259749889
learn,Logloss,448,0.004256823024043421
learn,Logloss,449,0.004255570491471426
learn,Logloss,450,0.0042468944261475
learn,Logloss,451,0.004243010654504708
learn,Logloss,452,0.0042392931249861715
learn,Logloss,453,0.004238382995728244
learn,Logloss,454,0.004236644718478324
learn,Logloss,455,0.004231894714381718
learn,Logloss,456,0.004231149562643132
learn,Logloss,457,0.0042269788236414295
learn,Logloss,458,0.00422383996144206
learn,Logloss,459,0.004219594626520329
