fpr,tpr,threshold
0.0,0.0,inf
5.174671020289885e-06,0.0,0.8981743829256795
6.727072326376851e-05,0.0,0.7085692693340292
6.727072326376851e-05,0.001597444089456869,0.7019731912101261
8.279473632463816e-05,0.001597444089456869,0.6926737525745971
8.279473632463816e-05,0.0023961661341853034,0.679738751567519
8.796940734492805e-05,0.0023961661341853034,0.6752393461856485
8.796940734492805e-05,0.00878594249201278,0.6513606515548657
9.314407836521793e-05,0.00878594249201278,0.6498562904482398
9.314407836521793e-05,0.012779552715654952,0.6342459219475713
9.831874938550782e-05,0.012779552715654952,0.633016669416772
9.831874938550782e-05,0.016773162939297124,0.6299518938469495
0.0001034934204057977,0.016773162939297124,0.6285159179923133
0.0001034934204057977,0.01757188498402556,0.6265242140431011
0.00010866809142608759,0.01757188498402556,0.6228513174931277
0.00010866809142608759,0.020766773162939296,0.6165228714235029
0.00011384276244637748,0.020766773162939296,0.6154545210038236
0.00011384276244637748,0.02156549520766773,0.6111643972417331
0.00011901743346666736,0.02156549520766773,0.6078561926039983
0.00011901743346666736,0.0231629392971246,0.6063446067237723
0.00012936677550724713,0.0231629392971246,0.6043976788825479
0.00012936677550724713,0.023961661341853034,0.6036173129360998
0.00013454144652753702,0.023961661341853034,0.6036023670577851
0.00013454144652753702,0.02476038338658147,0.6030902619546351
0.0001397161175478269,0.02476038338658147,0.6028767642434244
0.0001397161175478269,0.03514376996805112,0.5905317570763035
0.00015524013060869656,0.03514376996805112,0.5843487371476763
0.00015524013060869656,0.0439297124600639,0.5732633286364451
0.00016041480162898644,0.0439297124600639,0.5730418036371732
0.00016041480162898644,0.04472843450479233,0.5721958580088281
0.00016558947264927633,0.04472843450479233,0.5721817688811347
0.00016558947264927633,0.052715654952076675,0.5591945864549493
0.00017076414366956621,0.052715654952076675,0.5591438069246547
0.00017076414366956621,0.05351437699680511,0.5587545757857664
0.00018111348571014598,0.05351437699680511,0.5569943671230217
0.00018111348571014598,0.05830670926517572,0.5542144374267144
0.00018628815673043587,0.05830670926517572,0.5540190009361183
0.00018628815673043587,0.05990415335463259,0.5538646465111152
0.00019146282775072575,0.05990415335463259,0.553750087214184
0.00019146282775072575,0.06150159744408946,0.5527249530993524
0.00019663749877101564,0.06150159744408946,0.5525031822026156
0.00019663749877101564,0.06230031948881789,0.5524984195646203
0.0002069868408115954,0.06230031948881789,0.5506408369157643
0.0002069868408115954,0.06389776357827476,0.5470002721282003
0.00022768552489275495,0.06389776357827476,0.5438339013705866
0.00022768552489275495,0.0670926517571885,0.5411535956237009
0.0002432095379536246,0.0670926517571885,0.5397831688587506
0.0002432095379536246,0.06789137380191693,0.5396258546633913
0.0002535588799942044,0.06789137380191693,0.5371655297606515
0.0002535588799942044,0.07268370607028754,0.5329997698106912
0.00025873355101449426,0.07268370607028754,0.5320655182365345
0.00025873355101449426,0.07507987220447285,0.5286993746398986
0.00026390822203478415,0.07507987220447285,0.5284183605231232
0.00026390822203478415,0.07667731629392971,0.5273667396508198
0.00026908289305507403,0.07667731629392971,0.5265837590650998
0.00026908289305507403,0.07987220447284345,0.5248987746060453
0.0002742575640753639,0.07987220447284345,0.5243509230262563
0.0002742575640753639,0.08067092651757188,0.5242482850071747
0.0002846069061159437,0.08067092651757188,0.5234392043716499
0.0002846069061159437,0.08306709265175719,0.5205068780320172
0.0002897815771362336,0.08306709265175719,0.5202506119778834
0.0002897815771362336,0.0878594249201278,0.5178529037353532
0.00029495624815652346,0.0878594249201278,0.5152060635853101
0.00029495624815652346,0.09424920127795527,0.512060804107015
0.00030530559019710323,0.09424920127795527,0.5085909424579932
0.00030530559019710323,0.09664536741214058,0.5070331459718139
0.0003104802612173931,0.09664536741214058,0.5068109109466419
0.0003104802612173931,0.09904153354632587,0.5058532218190269
0.0003208296032579729,0.09904153354632587,0.5042997483397921
0.0003208296032579729,0.10223642172523961,0.5026317088033296
0.00032600427427826277,0.10223642172523961,0.5024599779451019
0.00032600427427826277,0.10303514376996806,0.5022961887439332
0.00033117894529855266,0.10303514376996806,0.5013417240385364
0.00033117894529855266,0.10862619808306709,0.49758089577038705
0.00034152828733913243,0.10862619808306709,0.49701066213781325
0.00034152828733913243,0.11421725239616613,0.494789833706544
0.0003467029583594223,0.11421725239616613,0.4947067580571222
0.0003467029583594223,0.11581469648562301,0.4940515558458436
0.0003518776293797122,0.11581469648562301,0.49387516281316884
0.0003518776293797122,0.11661341853035144,0.49369499694975455
0.0003570523004000021,0.11661341853035144,0.49289909472061344
0.0003570523004000021,0.12220447284345048,0.48951795672229304
0.00036222697142029197,0.12220447284345048,0.4891925277337764
0.00036222697142029197,0.1269968051118211,0.4854772099188775
0.00036740164244058185,0.1269968051118211,0.4853516937086618
0.00036740164244058185,0.134185303514377,0.47984341614094267
0.00037257631346087174,0.134185303514377,0.47967395554823894
0.00037257631346087174,0.1501597444089457,0.470361777292894
0.0003777509844811616,0.1501597444089457,0.47033473403686454
0.0003777509844811616,0.15654952076677317,0.46757825605175024
0.0003829256555014515,0.15654952076677317,0.4669603713153012
0.0003829256555014515,0.1621405750798722,0.464107844253156
0.0003881003265217414,0.1621405750798722,0.4624473769787629
0.0003881003265217414,0.16533546325878595,0.46010531858951975
0.00039844966856232117,0.16533546325878595,0.4585492357737493
0.00039844966856232117,0.17092651757188498,0.45428150861093475
0.00040362433958261105,0.17092651757188498,0.45332795636532586
0.00040362433958261105,0.17412140575079874,0.45061491368786344
0.00040879901060290094,0.17412140575079874,0.44914471944365736
0.00040879901060290094,0.17492012779552715,0.44848200874576544
0.0004139736816231908,0.17492012779552715,0.4482210297608688
0.0004139736816231908,0.1757188498402556,0.44781646022766025
0.0004191483526434807,0.1757188498402556,0.4475010049538463
0.0004191483526434807,0.18130990415335463,0.44334924935615294
0.0004243230236637706,0.18130990415335463,0.4431175880703928
0.0004243230236637706,0.1829073482428115,0.44188896776255965
0.0004294976946840605,0.1829073482428115,0.44166460404575913
0.0004294976946840605,0.18370607028753994,0.44080153827112395
0.00043984703672464025,0.18370607028753994,0.43981544462062583
0.00043984703672464025,0.18610223642172524,0.43786799080788247
0.00044502170774493013,0.18610223642172524,0.43768903721066416
0.00044502170774493013,0.19249201277955272,0.4339998621752699
0.00045019637876522,0.19249201277955272,0.43391628623616496
0.00045019637876522,0.2036741214057508,0.42788679425304027
0.0004553710497855099,0.2036741214057508,0.42779173083964767
0.0004553710497855099,0.20447284345047922,0.4274282466353514
0.0004657203918260897,0.20447284345047922,0.42535299902846113
0.0004657203918260897,0.213258785942492,0.4165065556572951
0.00047089506284637956,0.213258785942492,0.4155866011913007
0.00047089506284637956,0.21405750798722045,0.41557083748797075
0.00047606973386666944,0.21405750798722045,0.41531943989301895
0.00047606973386666944,0.21805111821086262,0.41243037429537016
0.00048124440488695933,0.21805111821086262,0.41222347786022256
0.00048124440488695933,0.2268370607028754,0.4071835101991489
0.000491593746927539,0.2268370607028754,0.40310717801611756
0.000491593746927539,0.22763578274760382,0.4022215497385635
0.000496768417947829,0.22763578274760382,0.40156415063475437
0.000496768417947829,0.23083067092651757,0.3999905378797803
0.0005174671020289885,0.23083067092651757,0.39873601446160606
0.0005174671020289885,0.23162939297124602,0.3980506766208424
0.0005278164440695683,0.23162939297124602,0.39758710880850867
0.0005278164440695683,0.23322683706070288,0.39378246572161896
0.0005536897991710177,0.23322683706070288,0.3894426182009956
0.0005536897991710177,0.2340255591054313,0.38864805100925714
0.0005588644701913076,0.2340255591054313,0.38791310093234976
