iter	PRAUC:type=Classic	Logloss
77	0.8558643494	0.007987718747
78	0.8568513922	0.007958879574
79	0.857092112	0.007942720855
80	0.8586471316	0.007879690134
81	0.8592312731	0.007855738337
82	0.8596383356	0.007839554809
83	0.8598284719	0.007820049311
84	0.8600090837	0.007805599289
85	0.8611411434	0.007755298089
86	0.8611622831	0.007746317349
87	0.8615833781	0.007729467805
88	0.862777343	0.007674431849
89	0.8632389794	0.007648438077
90	0.8647313717	0.007582612629
91	0.8655733074	0.007538425029
92	0.8665177786	0.007477733995
93	0.867524596	0.007438434415
94	0.8677434952	0.007425479701
95	0.8684203212	0.007390516136
96	0.8688736068	0.007367503155
97	0.8694208237	0.007340925799
98	0.8703933821	0.00729558698
99	0.8706808305	0.007280811524
100	0.8726247816	0.007208864657
101	0.8738106037	0.007144401477
102	0.8749384489	0.007102485868
103	0.8766792916	0.007042371768
104	0.8769642347	0.007028580558
105	0.8777174418	0.006995533278
106	0.8784247573	0.006965857238
107	0.8787949975	0.006946416976
108	0.8795976696	0.006909661797
109	0.8797449706	0.006902077104
110	0.8804304544	0.006870005715
111	0.881185772	0.006836253682
112	0.8817390009	0.006813481036
113	0.8819601185	0.006801213311
114	0.8829309806	0.006755598368
115	0.8831391614	0.006746303436
116	0.8838525198	0.006713588131
117	0.884354065	0.00669033397
118	0.8846000051	0.00668159532
119	0.8855279503	0.006647081155
120	0.8858002446	0.006634577798
121	0.885878671	0.006627181962
122	0.8868513317	0.006592336646
123	0.8872291789	0.006575949008
124	0.8876390043	0.006558201698
125	0.8878092612	0.006548028239
126	0.8884850003	0.006515008045
127	0.8886553536	0.006506998296
128	0.8892940953	0.006479942082
129	0.8895208782	0.006467955304
130	0.8896934665	0.006460357532
131	0.8901820771	0.006432392609
132	0.8907554621	0.006400814074
133	0.8912760729	0.006381106888
134	0.8914252669	0.006373501027
135	0.891803008	0.006358478925
136	0.8923633944	0.006335639703
137	0.8925606318	0.006321646309
138	0.8928089195	0.006310837689
139	0.8929589755	0.006300761439
140	0.8933692909	0.006282151329
141	0.8935846638	0.006270088578
142	0.8939665032	0.006253950218
143	0.8942657529	0.006240746864
144	0.8944650356	0.0062282717
145	0.89477661	0.00621565196
146	0.8949787254	0.006206603327
147	0.8952759623	0.006194026706
148	0.8959327162	0.006164290969
149	0.89594622	0.006163751728
150	0.8963772956	0.006140586499
151	0.8969595352	0.006119459087
152	0.8978754659	0.00608029345
153	0.8980169852	0.006074398857
154	0.8981773846	0.006068829113
155	0.8985801806	0.006052234094
156	0.89874583	0.006044474554
157	0.8991886122	0.006019156905
158	0.8997396432	0.005996240341
159	0.8999909249	0.005984309135
160	0.9002842711	0.005966966524
161	0.9003884353	0.005961921003
162	0.9006007467	0.005955272174
163	0.9006835661	0.005949149777
164	0.9010836943	0.005933445607
165	0.9013121736	0.005925965231
166	0.9014883531	0.005916361803
167	0.9018188154	0.005903022199
168	0.9019774123	0.005894140996
169	0.9021970174	0.005884500399
170	0.9023077683	0.005877671436
171	0.9028383797	0.005855441766
172	0.9030721292	0.00584449906
173	0.9033234489	0.00583327307
174	0.9036874258	0.00581761969
175	0.9042049406	0.005795643473
176	0.904542159	0.005762643123
177	0.9045965253	0.005759188765
178	0.9048405022	0.005749669447
179	0.9051196797	0.005739812499
180	0.9053356235	0.0057305897
181	0.9058193239	0.005710635531
182	0.9062017951	0.005694605995
183	0.9064216406	0.005684957544
184	0.9067327591	0.0056615116
185	0.9069727848	0.005652829708
186	0.9071309792	0.005645002123
187	0.9074018845	0.005631823418
188	0.9076509855	0.005622178002
189	0.9081238742	0.005606074032
190	0.908251094	0.005600866544
191	0.908389884	0.005595149736
192	0.9088250016	0.005581262619
193	0.9089677902	0.005574047245
194	0.9091421407	0.00556716302
195	0.9092497227	0.005562871923
196	0.9097311779	0.00554269495
197	0.9098014488	0.005539365431
198	0.9101764334	0.00552705743
199	0.9104893915	0.00551205168
200	0.9110081106	0.005488614585
201	0.9111220639	0.00548316984
202	0.9112304513	0.00547778191
203	0.9114040764	0.005470518065
204	0.9118266443	0.005454651119
205	0.9121112302	0.005443048114
206	0.9122177346	0.00543847878
207	0.9123583936	0.005432536147
208	0.9124679975	0.005428925786
209	0.9126330158	0.005422114696
210	0.9127482414	0.005418371743
211	0.9129913402	0.005406963916
212	0.9133138594	0.005394000926
213	0.9135877894	0.005383192514
214	0.9136699106	0.005380797909
215	0.9138609254	0.005370957021
216	0.9140847248	0.005357976313
217	0.914274443	0.005348751515
218	0.914693806	0.005315681812
219	0.9148085619	0.005310463121
220	0.9149925349	0.005301257659
221	0.9152252316	0.005290183773
222	0.9153488447	0.005283113303
223	0.9155126305	0.005275197906
224	0.9156388963	0.005270947295
225	0.915718457	0.005268401755
226	0.9158080615	0.005264135852
227	0.9159199613	0.00525869873
228	0.9159994342	0.005256122422
229	0.9161689929	0.005247240829
230	0.9162608189	0.005244691132
231	0.9163446272	0.005236578537
232	0.9164217677	0.005233873922
233	0.9164806953	0.005231150937
234	0.9168831384	0.005213964375
235	0.9168962766	0.005207994301
236	0.9170949771	0.005200117535
237	0.917173149	0.005194495
238	0.9172776023	0.005190165638
239	0.917338694	0.005184520557
240	0.9174923938	0.005178490311
241	0.917846924	0.005163582132
242	0.9180690108	0.005151213937
243	0.9183555412	0.00513328742
244	0.9184900431	0.005128300098
245	0.9185868155	0.005125035787
246	0.9187664875	0.005116329142
247	0.9188949477	0.005111862311
248	0.9189506752	0.005109880982
249	0.919015473	0.00510567308
250	0.9191801734	0.00509998171
251	0.9195285327	0.005086072607
252	0.9197687083	0.0050749836
253	0.9200813296	0.005060001839
254	0.9202439269	0.005053638397
255	0.920433197	0.005044571255
256	0.9205092273	0.005042154212
257	0.9205969235	0.005039184404
258	0.9206617801	0.005036068996
259	0.9209558968	0.005026172015
260	0.9210939066	0.005020120179
261	0.9213726566	0.005006954978
262	0.9215139106	0.005002045242
263	0.9216634696	0.004995497706
264	0.9217990683	0.004989910478
265	0.9218933465	0.004987171117
266	0.9220320359	0.00498113046
267	0.9221309808	0.004978110225
268	0.9221793025	0.004976269581
269	0.922322695	0.004972127233
270	0.9225117669	0.004962716793
271	0.9227599766	0.004951328772
272	0.9227696237	0.004945437938
273	0.9228735939	0.004942068869
274	0.9231186148	0.0049329886
275	0.9232450441	0.00492912
276	0.9233416456	0.004925042492
277	0.9233886018	0.004923426349
278	0.9234966445	0.004919337493
279	0.9236244971	0.004913159767
280	0.9240635732	0.004891999228
281	0.9241831872	0.004887061782
282	0.9242474595	0.004885336847
283	0.9242559502	0.004880929122
284	0.9242909337	0.004875894255
285	0.9243596668	0.004872692122
286	0.9245933952	0.004864685814
287	0.924703867	0.004858637827
288	0.9248508399	0.00485278785
289	0.9249763569	0.004848069105
290	0.9251604941	0.004840330108
291	0.9252093852	0.004838386938
292	0.9252789151	0.004835664752
293	0.9253896538	0.004831882465
294	0.9255013445	0.004826308188
295	0.9255923457	0.004821010872
296	0.9256597055	0.004818148529
297	0.925878197	0.00480961308
298	0.9260040622	0.004801984913
299	0.9261286464	0.004797576654
300	0.9263449098	0.004787533725
301	0.9263868244	0.004785253838
302	0.9264525507	0.004782574834
303	0.9266133385	0.00477699719
304	0.9266463088	0.004775226607
305	0.9267090021	0.004771701728
306	0.926898115	0.004763291044
307	0.9270994006	0.004753806094
308	0.9271570043	0.004751650021
309	0.9272718022	0.004746740739
310	0.92751811	0.004728651966
311	0.9276364021	0.00472487216
312	0.9277214346	0.004721225025
313	0.9278266118	0.004717876945
314	0.9278936721	0.004714412237
315	0.927992714	0.004710673188
316	0.9280295275	0.004709226894
317	0.9281353624	0.00470604775
318	0.9281978884	0.004703596955
319	0.9282696741	0.004700329189
320	0.9283542454	0.004696781207
321	0.9284433295	0.004693465682
322	0.9285871954	0.004687255263
323	0.9287531139	0.004677933234
324	0.9289288298	0.004668325032
325	0.9290000056	0.004665290296
326	0.9291455268	0.00465950249
327	0.9292271615	0.00465666525
328	0.9292689821	0.004654420898
329	0.929392674	0.004648029537
330	0.9295392207	0.004640487438
331	0.9296652968	0.00463547993
332	0.9297010227	0.004633583975
333	0.9298014203	0.004629473567
334	0.929936219	0.004623809942
335	0.93000731	0.004620906714
336	0.9301010914	0.004616724021
337	0.930175045	0.004614525345
338	0.930212162	0.004612477614
339	0.9303459213	0.004607441164
340	0.9304928495	0.004599368114
341	0.9305584516	0.004597318401
342	0.9306664196	0.004592789885
343	0.9307190044	0.004590435795
344	0.9307582768	0.004588290792
345	0.9308227303	0.004585389118
346	0.9309387894	0.004580459627
347	0.9309728569	0.004578781311
348	0.9310320932	0.004575608511
349	0.9310578981	0.004573922282
350	0.931111705	0.004571334395
351	0.9312582137	0.004564776812
352	0.931444968	0.00455792749
353	0.931527783	0.004554714175
354	0.9316440126	0.004550216766
355	0.9316932203	0.004548053377
356	0.931777162	0.004544092281
357	0.9318339423	0.004542266175
358	0.9318601983	0.004540692001
359	0.9320324811	0.004533201795
360	0.9320728445	0.004531720235
361	0.9321304502	0.00452794529
362	0.9321860265	0.004524670287
363	0.9322999901	0.00451665192
364	0.9323713319	0.004513766856
365	0.9324161983	0.004511669124
366	0.9324534415	0.004510466586
367	0.9325756006	0.004504935069
368	0.9326548865	0.004501364191
369	0.9327273573	0.004498961005
370	0.9327825371	0.004496575176
371	0.9328051374	0.004495160833
372	0.9328521789	0.004493081927
373	0.9329146058	0.004490474992
374	0.9329855892	0.004486729904
375	0.9330368809	0.004484544554
376	0.9332237106	0.004476551279
377	0.933269684	0.004474791374
378	0.9332962389	0.004473188702
379	0.9333352298	0.004470573645
380	0.9334079735	0.004468262455
381	0.9335094398	0.004464213862
382	0.9336155195	0.004460048098
383	0.9336669284	0.004457967048
384	0.9337605582	0.004454124257
385	0.9338269538	0.004450578371
386	0.9338691728	0.004448986741
387	0.9339660073	0.004445196667
388	0.9339943993	0.004443524613
389	0.9340381806	0.004441087077
390	0.9341160498	0.004437784535
391	0.9341505255	0.004436511439
392	0.934171767	0.004435163021
393	0.9342276027	0.004432256493
394	0.9343022142	0.004429109515
395	0.9343700445	0.004426971043
396	0.9344384077	0.004424059713
397	0.9344887244	0.004422283135
398	0.9345269632	0.00442010738
399	0.9345655053	0.004418199693
400	0.9346950313	0.004410824936
401	0.9347427579	0.004409177202
402	0.9348732322	0.004403463512
403	0.9349190653	0.004401953923
404	0.9349919207	0.004398273028
405	0.9350431937	0.004395178475
406	0.9350762152	0.004393875405
407	0.9351200715	0.00439189595
408	0.9353718218	0.004382350807
409	0.9353783778	0.004381398882
410	0.9354217847	0.0043800109
411	0.9354738171	0.004377028653
412	0.93567225	0.004366627326
413	0.9357274316	0.004363454478
414	0.9359002284	0.004354348426
415	0.9359237721	0.004353182947
416	0.9360695587	0.004345202897
417	0.9361074614	0.004343149059
418	0.9361377653	0.004342048413
419	0.9362676092	0.004336299359
420	0.9363162923	0.004334370666
421	0.9364494931	0.004327199726
422	0.9365010332	0.00432481674
423	0.9366037602	0.004318928473
424	0.9366316301	0.004317387831
425	0.9367382108	0.004313021619
426	0.9367841372	0.004311212713
427	0.9368068506	0.004310316332
428	0.9369250323	0.004301519425
429	0.9369593673	0.004299664361
430	0.9370146666	0.004297464632
431	0.9370335739	0.004296613333
432	0.937096457	0.004293783948
433	0.9371434466	0.004291764436
434	0.9371635797	0.004290959681
435	0.9372824901	0.004286401298
436	0.9373208677	0.004284858712
437	0.937335839	0.004283620279
438	0.9374515863	0.004279427531
439	0.9375151969	0.004277342278
440	0.9375260476	0.004276654476
441	0.9376412557	0.004270331755
442	0.9377207242	0.004268046687
443	0.9377277161	0.004267458934
444	0.9378386482	0.004263218883
445	0.9378523275	0.004262422311
446	0.9379160889	0.004259011592
447	0.9379340166	0.00425825926
448	0.9379633195	0.004256823024
449	0.9379803219	0.004255570491
450	0.9381526486	0.004246894426
451	0.9382410555	0.004243010655
452	0.9383312917	0.004239293125
453	0.9383647644	0.004238382996
454	0.9383936624	0.004236644718
455	0.938516129	0.004231894714
456	0.9385436299	0.004231149563
457	0.9386170325	0.004226978824
458	0.9386835864	0.004223839961
459	0.9387684411	0.004219594627
460	0.9388693182	0.004215690112
461	0.9388925499	0.004214232107
462	0.9389215435	0.004213465961
463	0.9389823951	0.004210360585
464	0.9390065163	0.004209131941
465	0.939043242	0.004208015064
466	0.9390573016	0.004207239452
467	0.9390845154	0.004205925693
468	0.9391190758	0.004204465467
469	0.9391637481	0.004203057563
470	0.9391756435	0.004202112527
471	0.9394445662	0.004190189294
472	0.9394675149	0.004189319833
473	0.9395052657	0.004188120182
474	0.9395295827	0.004186882411
475	0.9395913197	0.004184113906
476	0.9396515509	0.004181104643
477	0.9397449744	0.004177344449
478	0.9397571863	0.00417655214
479	0.9400026496	0.004165817806
480	0.9400916618	0.004161035615
481	0.9402665119	0.004150270269
482	0.9403485475	0.004146179297
483	0.9404604263	0.004141692277
484	0.9405102138	0.004139983936
485	0.9405365106	0.004138615932
486	0.9405990514	0.004136558608
487	0.9406697846	0.004133500714
488	0.9407367315	0.00412986109
489	0.9410493853	0.004110820841
490	0.9411109573	0.004109042723
491	0.9412495882	0.004104291144
492	0.9412905322	0.00410219486
493	0.941350246	0.004099436772
494	0.9414070805	0.00409636079
495	0.9415442538	0.004091161591
496	0.9415983204	0.004088845593
497	0.9417082651	0.004083703771
498	0.9417627424	0.004079799324
499	0.9418341296	0.004076902088
500	0.9418618648	0.004076015735
501	0.941888068	0.004074684889
502	0.9419838538	0.004070421903
503	0.9420302369	0.004068870074
504	0.9421534361	0.004064252613
505	0.9422835871	0.004059456548
506	0.9423775241	0.004053067875
507	0.9424538215	0.004049610954
508	0.942562609	0.004045710479
509	0.9426529006	0.004042135004
510	0.9427675175	0.004037509822
511	0.9427750783	0.004036647983
512	0.9428238083	0.004035168305
513	0.9429295104	0.004029509309
514	0.9429900638	0.004026238046
515	0.9430258793	0.004024823853
516	0.9430739243	0.004022485327
517	0.943119661	0.004020484183
518	0.9432040842	0.004017371707
519	0.943269681	0.004014690142
520	0.9433047509	0.004013042211
521	0.9433625	0.004010532847
522	0.9434187365	0.004008030675
523	0.9434468606	0.004006423106
524	0.943463476	0.004005875984
525	0.9434809873	0.004005212624
526	0.9435182032	0.004003849589
527	0.9435649129	0.004001985483
528	0.943643921	0.003999098431
529	0.9438197937	0.003991984545
530	0.9438501366	0.003990876861
531	0.9439441256	0.003987224516
532	0.9439583021	0.003986604959
533	0.9440046499	0.003985023415
534	0.9440086711	0.003984250596
535	0.9440181664	0.003983896376
536	0.9441606869	0.003978172133
537	0.9441889732	0.003977474896
538	0.9442012213	0.00397696999
539	0.9442505257	0.003974381118
540	0.944296832	0.003972404275
541	0.9443337607	0.003970753555
542	0.9443447936	0.003970252411
543	0.944354925	0.003969822445
544	0.9443763266	0.003969163678
545	0.9444577225	0.003965284658
546	0.9447181211	0.003949529822
547	0.9447933871	0.003946593817
548	0.9448035156	0.003946080324
549	0.9448790642	0.003943126164
550	0.9448961532	0.003942121427
551	0.9449120927	0.003941391465
552	0.9449330539	0.003940680184
553	0.9449512494	0.003940014837
554	0.9449858263	0.003938351222
555	0.9450833266	0.003934732025
556	0.9451679861	0.003931440562
557	0.9451903699	0.00393028359
558	0.9452760678	0.003926088914
559	0.9454079516	0.003917266238
560	0.9454349709	0.003916664891
561	0.9454411547	0.003916257071
562	0.9454789652	0.00391460546
563	0.9455137075	0.003912754218
564	0.9455339243	0.003912094586
565	0.9456357528	0.003908631162
566	0.9457686416	0.003900346675
567	0.9458009549	0.003898795854
568	0.9459255235	0.003890185005
569	0.9460577429	0.003881358252
570	0.9461388123	0.003878700085
571	0.9461754656	0.003877173569
572	0.9462504512	0.003874409201
573	0.9462849731	0.003873244462
574	0.9463458915	0.003870640303
575	0.946417524	0.003867985852
576	0.9464428054	0.003866671209
577	0.9464930078	0.003864413179
578	0.946564082	0.003861656851
579	0.9466089753	0.003859753089
580	0.9468312809	0.003846712133
581	0.9469385104	0.00384192544
582	0.9470321059	0.003837645859
583	0.9471247827	0.003832458654
584	0.9471623042	0.003830532011
585	0.9472533165	0.003827714856
586	0.94730388	0.003825368874
587	0.9473201351	0.00382421447
588	0.9474054438	0.003820036854
589	0.9475015254	0.003816935527
590	0.9475145421	0.003816248082
591	0.9475594032	0.003814223501
592	0.9475768061	0.003813656222
593	0.9475997201	0.003812291394
594	0.9476716675	0.003809388534
595	0.9476971335	0.003807777094
596	0.9477499748	0.003805991698
597	0.9477843738	0.003804145816
598	0.9478486985	0.003801533725
599	0.9478997574	0.003799059105
600	0.9480468619	0.003793236848
601	0.9481119245	0.00379051335
602	0.9481343469	0.003789168473
603	0.9481733192	0.003787573046
604	0.9482045735	0.003785807232
605	0.9482786093	0.00378236673
606	0.9483421525	0.00378002273
607	0.948406295	0.003777559288
608	0.9484758867	0.003774190695
609	0.9484930641	0.00377368881
610	0.9485604816	0.00377161861
611	0.9486043729	0.003769439635
612	0.9486361157	0.003767796818
613	0.9486782972	0.003766299307
614	0.9486935109	0.003765832505
615	0.9487164608	0.003765067643
616	0.9487824294	0.003761935189
617	0.9488721626	0.003757557753
618	0.9489416282	0.003755372065
619	0.9489695898	0.003753981077
620	0.9490181077	0.003751179327
621	0.9490565377	0.00374979475
622	0.9491137023	0.003748093866
623	0.9491335779	0.003747395865
624	0.9491478523	0.003746960219
625	0.949164983	0.003745901155
626	0.9492138978	0.003743903339
627	0.9493022462	0.003740495213
628	0.9493361367	0.003738823711
629	0.9494047198	0.003736376341
630	0.9494639426	0.003733359487
631	0.9494921439	0.003732015094
632	0.9495518341	0.0037300379
633	0.9495761778	0.003728759765
634	0.9496152907	0.003726984701
635	0.9496370058	0.003726301626
636	0.9496920875	0.003724403326
637	0.9497182707	0.003723151453
638	0.9497673458	0.003721088136
639	0.9499267491	0.003713238728
640	0.9500705297	0.003706174101
641	0.9500800958	0.003705608842
642	0.9502093244	0.003699238252
643	0.9502944626	0.00369544408
644	0.9504149496	0.003689688984
645	0.9505194722	0.003684482085
646	0.9505826084	0.003681287399
647	0.9506335159	0.003678952198
648	0.9507259015	0.003674232824
649	0.9507568938	0.003673039903
650	0.9508412397	0.003669983405
651	0.9509008469	0.003667614984
652	0.9509293868	0.00366639831
653	0.9509801496	0.003664175864
654	0.951011991	0.003662842669
655	0.9510580745	0.003661134449
656	0.951143492	0.003656850949
657	0.9511936386	0.003654498265
658	0.9512381837	0.003652806551
659	0.9512714137	0.003650995599
660	0.9513221036	0.003648715363
661	0.9513634313	0.003646956569
662	0.9513977738	0.003645757599
663	0.9514403499	0.003643917589
664	0.9514999133	0.003641701051
665	0.951521868	0.003640567483
666	0.9515485432	0.00363928855
667	0.9515553741	0.003638580093
668	0.95163071	0.003634975182
669	0.9517051904	0.003631103673
670	0.9517804122	0.003628187565
671	0.9518456146	0.003625315103
672	0.9518705435	0.003624002492
673	0.9518969855	0.003622776688
674	0.9519647706	0.003619584943
675	0.951984436	0.003613337292
676	0.952045844	0.003610484405
677	0.9520892918	0.003608792568
678	0.9521286927	0.003607120547
679	0.9521935065	0.003604278472
680	0.9522499142	0.003601743297
681	0.9523539916	0.003596980732
682	0.9523895011	0.003595447768
683	0.9523992198	0.003594955094
684	0.9524256122	0.003593673942
685	0.9524740746	0.003591063118
686	0.9525324303	0.003588463401
687	0.9525595876	0.003586929592
688	0.9526060036	0.003584055541
689	0.952661679	0.00358179295
690	0.9527051021	0.003579707965
691	0.9527173525	0.003579310214
692	0.9527611429	0.003576849625
693	0.9528096607	0.003575189541
694	0.9528341552	0.003573779608
695	0.9529468216	0.003568953783
696	0.9529703579	0.003567672227
697	0.9530044474	0.003566469013
698	0.9530545474	0.003564346273
699	0.9530763021	0.00356330945
700	0.9531110326	0.003561635463
701	0.9531498235	0.003560170449
702	0.9531968347	0.003558297201
703	0.9532197082	0.003557113844
704	0.953283951	0.00355379097
705	0.9533560392	0.003550288678
706	0.9533817373	0.003548973863
707	0.9534120765	0.003547858243
708	0.9534841834	0.003544786827
709	0.9534923037	0.003544362448
710	0.9535790797	0.003541460929
711	0.9535957855	0.003540374226
712	0.9536366926	0.003538446702
713	0.9536498797	0.003538070089
714	0.9536842575	0.003536815786
715	0.9537090292	0.003535650346
716	0.9537362239	0.003534289779
717	0.9537654394	0.003532553309
718	0.9538028439	0.003530878465
719	0.9538156622	0.003530078062
720	0.9538755368	0.00352806395
721	0.9539047471	0.003526813172
722	0.9539182669	0.003525939217
723	0.9539453084	0.003524370754
724	0.9539624883	0.003523467018
725	0.9539873038	0.003521933546
726	0.9540151143	0.003520987958
727	0.9540339343	0.003519871587
728	0.9540527192	0.003518770427
729	0.9540865246	0.003517434476
730	0.9541154159	0.00351632341
731	0.9541535462	0.003514652475
732	0.9541703353	0.003513583395
733	0.9542244956	0.003511750065
734	0.9542317786	0.003511239194
735	0.9542428909	0.003510525669
736	0.9542913221	0.003508842696
737	0.9543193644	0.003507685688
738	0.9543343076	0.003507144239
739	0.9543390895	0.003506509953
740	0.9543613827	0.003505334919
741	0.9543723271	0.003504859651
742	0.9544257928	0.003502757755
743	0.9544916508	0.003499530624
744	0.9545827126	0.003495292443
745	0.9545972647	0.003494581687
746	0.9546240166	0.003493425533
747	0.9546465893	0.003492017896
748	0.9546851014	0.003490637026
749	0.9546980994	0.003490203418
750	0.9547372449	0.003488558684
751	0.9547759271	0.003486792091
752	0.954788295	0.003485944362
753	0.954811001	0.003484896067
754	0.954826335	0.003484152505
755	0.9548350054	0.003483442032
756	0.9548714444	0.003482405481
757	0.954892458	0.003481376539
758	0.9549050558	0.003481020862
759	0.9549393494	0.003478955858
760	0.9549696455	0.003477464115
761	0.9550033773	0.003475799681
762	0.9550400742	0.003474607767
763	0.9550807146	0.003473068907
764	0.955095593	0.003472124794
765	0.9551216031	0.003471020715
766	0.9552202253	0.00346629664
767	0.9552442892	0.003465270264
768	0.9552788509	0.003463545274
769	0.9552870642	0.003463201591
770	0.9552983008	0.003462866616
771	0.9554541162	0.003452095737
772	0.9554756398	0.003451055094
773	0.9555482784	0.003448282563
774	0.9555715077	0.003447202128
