data_execucao,nome_experimento,nome_modelo,conjunto_features,parametros,tempo_treinamento_segundos,observacoes,threshold,average_precision,roc_auc,accuracy,balanced_accuracy,precision_fraude,recall_fraude,f1_fraude,verdadeiros_negativos,falsos_positivos,falsos_negativos,verdadeiros_positivos,percentual_alertado
2026-08-04T20:08:11,xgboost_spw1_lr005_d6_child3_sub08_col08_earlystop50_threshold_050,XGBoost,features_basicas_v1,"{""best_iteration"": 425, ""colsample_bytree"": 0.8, ""early_stopping_rounds"": 50, ""eval_metric_treinamento"": ""aucpr"", ""gamma"": 0.0, ""learning_rate"": 0.05, ""max_depth"": 6, ""min_child_weight"": 3, ""n_estimators_maximo"": 1000, ""objective"": ""binary:logistic"", ""quantidade_arvores_utilizadas"": 426, ""random_state"": 42, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.8, ""threshold"": 0.5, ""tree_method"": ""hist""}",40.504416623,Primeira execução do XGBoost. Foram utilizadas as mesmas features e a mesma separação temporal 70/15/15 dos modelos anteriores. O treinamento utilizou early stopping orientado pela métrica aucpr. Não foi aplicada ponderação adicional à classe fraudulenta.,0.5,0.923061184300863,0.9983768933447564,0.9982982092637056,0.8876501859401478,0.951028403525955,0.7755591054313099,0.8543774747030356,193199.0,50.0,281.0,971.0,0.5249330337633226
